firm,cik,phone,leads,title,money_raised
Blue Chip Capital Group Inc.,0001932213,(212) 324-3478,"[{'name': 'James DiPrima', 'role': 'Executive Officer', 'cik': '0001932213'}]",Executive Officer,255000
"Badwater Alchemy Technologies, Inc.",0001949035,425-785-1550,"[{'name': 'Geoff Deane', 'role': 'Executive Officer', 'cik': '0001949035'}, {'name': 'William Walker', 'role': 'Director', 'cik': '0001949035'}]",Director,2000000
"ZICO Rising, Inc.",0001956491,866-729-9426,"[{'name': 'Christopher Gallant', 'role': 'Executive Officer', 'cik': '0001956491'}, {'name': 'Alan George', 'role': 'Executive Officer', 'cik': '0001956491'}, {'name': 'Mark Rampolla', 'role': 'Executive Officer', 'cik': '0001956491'}, {'name': 'Adam Borod', 'role': 'Director', 'cik': '0001956491'}, {'name': 'Rebecca Messina', 'role': 'Director', 'cik': '0001956491'}, {'name': 'Alexandre Ruberti', 'role': 'Director', 'cik': '0001956491'}]",Director,2290507
EAG Holdings LP,0001957325,212-891-6896,"[{'name': 'Jack Azagury', 'role': 'Director', 'cik': '0001957325'}, {'name': 'David Holtze', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Gary Bruebaker', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Karen Dahut', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Christopher Loiacono', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Jay Weinstein', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Charles Weinstein', 'role': 'Executive Officer', 'cik': '0001957325'}, {'name': 'Jonathan Bilzin', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Walter Weil', 'role': 'Director', 'cik': '0001957325'}, {'name': 'Shari Savitt', 'role': 'Executive Officer', 'cik': '0001957325'}, {'name': 'Joseph Sinicropi', 'role': 'Executive Officer', 'cik': '0001957325'}]",Executive Officer,10515000
Modelwise Technologies Inc.,0001967229,617-230-5660,"[{'name': 'Florian Grigoleit', 'role': 'Executive Officer', 'cik': '0001967229'}, {'name': 'Tobias Schirmer', 'role': 'Director', 'cik': '0001967229'}, {'name': 'Arnold Bitner', 'role': 'Director', 'cik': '0001967229'}, {'name': 'Mark Miller', 'role': 'Director', 'cik': '0001967229'}]",Director,975436
"PROOF ZLI, LLC",0001975210,703-563-4100,"[{'name': 'JOHN BURKE', 'role': 'Director', 'cik': '0001975210'}, {'name': 'THANASIS DELISTATHIS', 'role': 'Director', 'cik': '0001975210'}, {'name': 'none PROOF GP, LLC', 'role': 'Executive Officer', 'cik': '0001975210'}]",Executive Officer,2555300
"Monument Software, Inc.",0001976287,2147628412,"[{'name': 'Gabriel Goncalves', 'role': 'Executive Officer', 'cik': '0001976287'}, {'name': 'Gabriel Goncalves', 'role': 'Director', 'cik': '0001976287'}, {'name': 'Evan Wolf', 'role': 'Executive Officer', 'cik': '0001976287'}, {'name': 'Ira Grossman', 'role': 'Director', 'cik': '0001976287'}, {'name': 'Rubens Basso', 'role': 'Director', 'cik': '0001976287'}]",Director,7171000
Blue Co Warehousing Inc,0001978744,919-200-0788,"[{'name': 'Jason Widen', 'role': 'Executive Officer', 'cik': '0001978744'}]",Executive Officer,575000
PIMEE ENERGY INC.,0001995114,403-269-9550,"[{'name': 'Michael Kamis', 'role': 'Executive Officer', 'cik': '0001995114'}]",Executive Officer,35000
Kashable Holdings Inc.,0001996905,(646) 214-7200,"[{'name': 'Einat Steklov', 'role': 'Executive Officer', 'cik': '0001996905'}, {'name': 'Rishi Kumar', 'role': 'Executive Officer', 'cik': '0001996905'}, {'name': 'Meirav Har Noy', 'role': 'Director', 'cik': '0001996905'}, {'name': 'David Golden', 'role': 'Director', 'cik': '0001996905'}, {'name': 'Anil Arora', 'role': 'Director', 'cik': '0001996905'}]",Director,2300000
Kashable Holdings Inc.,0001996905,(646) 214-7200,"[{'name': 'Einat Steklov', 'role': 'Executive Officer', 'cik': '0001996905'}, {'name': 'Rishi Kumar', 'role': 'Executive Officer', 'cik': '0001996905'}, {'name': 'Meirav Har Noy', 'role': 'Director', 'cik': '0001996905'}, {'name': 'David Golden', 'role': 'Director', 'cik': '0001996905'}, {'name': 'Anil Arora', 'role': 'Director', 'cik': '0001996905'}]",Director,34750000
"Aquinas Senior Living, Inc.",0002008675,610-640-9060,"[{'name': 'Stephen Schmid', 'role': 'Executive Officer', 'cik': '0002008675'}, {'name': 'Michael Hines', 'role': 'Executive Officer', 'cik': '0002008675'}, {'name': 'Leonard Poncia', 'role': 'Executive Officer', 'cik': '0002008675'}, {'name': 'James Burnham', 'role': 'Executive Officer', 'cik': '0002008675'}, {'name': 'Joseph Martz', 'role': 'Director', 'cik': '0002008675'}, {'name': 'Jack Takacs', 'role': 'Executive Officer', 'cik': '0002008675'}]",Executive Officer,0
Magic Potion Games Inc.,0002014788,626-681-3883,"[{'name': 'Barry MacDonald', 'role': 'Executive Officer', 'cik': '0002014788'}, {'name': 'Karin King', 'role': 'Executive Officer', 'cik': '0002014788'}, {'name': 'Josh Chapman', 'role': 'Director', 'cik': '0002014788'}]",Director,675400
"High Street Holdco, LLC",0002021228,(877) 735-0195,"[{'name': 'Scott Wick', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'Michael Price', 'role': 'Director', 'cik': '0002021228'}, {'name': 'Nathan Ott', 'role': 'Director', 'cik': '0002021228'}, {'name': 'David Coneway', 'role': 'Director', 'cik': '0002021228'}, {'name': 'Avery Zuck', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'David Tuit', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'Emma Riza', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'James Hutchinson', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'J. Sherrill, Jr.', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'Angela Williams', 'role': 'Executive Officer', 'cik': '0002021228'}, {'name': 'Eli Brewster', 'role': 'Director', 'cik': '0002021228'}]",Director,8583386
"Atym, Inc.",0002024697,(512) 920-3258,"[{'name': 'Jason Shepherd', 'role': 'Executive Officer', 'cik': '0002024697'}, {'name': 'Joshua Silber', 'role': 'Executive Officer', 'cik': '0002024697'}, {'name': 'Simon Lancaster-Larocque', 'role': 'Director', 'cik': '0002024697'}]",Director,350000
Alaska Energy Metals Corp,0002030272,604-609-7149,"[{'name': 'Gregory Beischer', 'role': 'Executive Officer', 'cik': '0002030272'}, {'name': 'Kevin Ma', 'role': 'Executive Officer', 'cik': '0002030272'}, {'name': 'Kyle Negri', 'role': 'Executive Officer', 'cik': '0002030272'}, {'name': 'Gabe Graf', 'role': 'Executive Officer', 'cik': '0002030272'}, {'name': 'Traci Hartz', 'role': 'Executive Officer', 'cik': '0002030272'}, {'name': 'Corri Feige', 'role': 'Director', 'cik': '0002030272'}, {'name': 'Mario Vetro', 'role': 'Director', 'cik': '0002030272'}, {'name': 'Tyron Breytenbach', 'role': 'Director', 'cik': '0002030272'}, {'name': 'Ian Stalker', 'role': 'Director', 'cik': '0002030272'}]",Director,502293
"Web3 Enabler, Inc.",0002036866,9548719968,"[{'name': 'Peter Hubshman', 'role': 'Executive Officer', 'cik': '0002036866'}, {'name': 'Alex Hochberger', 'role': 'Executive Officer', 'cik': '0002036866'}, {'name': 'Alexander Smart', 'role': 'Director', 'cik': '0002036866'}, {'name': 'Aidan Yeaw', 'role': 'Director', 'cik': '0002036866'}]",Director,50000
"Safire Technology Group, Inc.",0002038784,571-832-5850,"[{'name': 'JOHN LEE', 'role': 'Executive Officer', 'cik': '0002038784'}, {'name': 'MICHAEL GRUBBS', 'role': 'Executive Officer', 'cik': '0002038784'}, {'name': 'HRACH SIMONIAN', 'role': 'Director', 'cik': '0002038784'}]",Director,2747863
"Joyland Brewing Holdings, Inc",0002044995,502-592-6605,"[{'name': 'Joseph Bowling', 'role': 'Executive Officer', 'cik': '0002044995'}, {'name': 'Brian Masters', 'role': 'Director', 'cik': '0002044995'}, {'name': 'Glenn Closson', 'role': 'Executive Officer', 'cik': '0002044995'}, {'name': 'Joshua Todd', 'role': 'Director', 'cik': '0002044995'}, {'name': 'Brian Gentile', 'role': 'Director', 'cik': '0002044995'}, {'name': 'James Crum', 'role': 'Director', 'cik': '0002044995'}, {'name': 'Richard Scheitler', 'role': 'Director', 'cik': '0002044995'}, {'name': 'Kelly Turenne', 'role': 'Director', 'cik': '0002044995'}]",Director,500000
"MREI VI REIT E, LP",0002047266,(214) 442-8150,"[{'name': 'JOHN ASCENZO', 'role': 'Executive Officer', 'cik': '0002047266'}, {'name': 'JEFFREY GOLDBERG', 'role': 'Executive Officer', 'cik': '0002047266'}, {'name': 'ROBERT LANDIN', 'role': 'Executive Officer', 'cik': '0002047266'}]",Executive Officer,122000
Edison Motors Ltd.,0002052766,867-536-5053,"[{'name': 'Chace Barber', 'role': 'Director', 'cik': '0002052766'}, {'name': 'Eric Little', 'role': 'Executive Officer', 'cik': '0002052766'}, {'name': 'Raymond Matkin', 'role': 'Director', 'cik': '0002052766'}, {'name': 'Matthew Elliot', 'role': 'Director', 'cik': '0002052766'}, {'name': 'Theron Groff', 'role': 'Executive Officer', 'cik': '0002052766'}]",Executive Officer,378160
"Align Ventures Co-Invest Fund, LP",0002052901,917-520-1297,"[{'name': 'Align Ventures Co-Invest Fund, LP (Series A-7) NA', 'role': 'Promoter', 'cik': '0002052901'}, {'name': 'Align Ventures Co-Invest GP, LLC NA', 'role': 'Executive Officer', 'cik': '0002052901'}, {'name': 'Ben Bryce', 'role': 'Executive Officer', 'cik': '0002052901'}, {'name': 'Grant Hosking', 'role': 'Executive Officer', 'cik': '0002052901'}]",Executive Officer,3776413
Axcelus Financial Life Insurance Co Separate Account VA 402,0002054424,(484) 530-4800,"[{'name': 'Axcelus Financial Axcelus Financial Life Insurance Company', 'role': 'Promoter', 'cik': '0002054424'}]",Promoter,500000
Lovable Labs Inc,0002055162,(469) 317-3436,"[{'name': 'Anton Osika', 'role': 'Executive Officer', 'cik': '0002055162'}, {'name': 'Fabian Hedin', 'role': 'Executive Officer', 'cik': '0002055162'}, {'name': 'Benjamin Fletcher', 'role': 'Director', 'cik': '0002055162'}, {'name': 'Andy Toung', 'role': 'Executive Officer', 'cik': '0002055162'}]",Executive Officer,425014960
South Pacific Metals Corp.,0002056030,(604) 428-6128,"[{'name': 'Timo Jauristo', 'role': 'Executive Officer', 'cik': '0002056030'}, {'name': 'Michael Murphy', 'role': 'Executive Officer', 'cik': '0002056030'}, {'name': 'Alexander Davidson', 'role': 'Director', 'cik': '0002056030'}, {'name': 'Jonathan Rubenstein', 'role': 'Director', 'cik': '0002056030'}, {'name': 'Geoff Lawrence', 'role': 'Director', 'cik': '0002056030'}, {'name': 'Scott Kelly', 'role': 'Executive Officer', 'cik': '0002056030'}, {'name': 'Janet Francis', 'role': 'Executive Officer', 'cik': '0002056030'}]",Executive Officer,2524970
FTAI Aircraft Leasing Offshore OIM SPV L.P.,0002069580,(646) 734-9414,"[{'name': 'N/A FTAI Aircraft Leasing Offshore OIM SPV GP L.P.', 'role': 'Executive Officer', 'cik': '0002069580'}, {'name': 'N/A FTAI Aircraft Leasing DAC', 'role': 'Executive Officer', 'cik': '0002069580'}, {'name': 'N/A FTAI Aircraft Leasing LLC', 'role': 'Executive Officer', 'cik': '0002069580'}, {'name': 'David Moreno', 'role': 'Director', 'cik': '0002069580'}]",Director,0
"TPG Sports, L.P.",0002069844,(817) 871-4000,"[{'name': 'None TPG Sports GenPar, L.P.', 'role': 'Executive Officer', 'cik': '0002069844'}, {'name': 'None TPG Sports GenPar Advisors, LLC', 'role': 'Executive Officer', 'cik': '0002069844'}, {'name': 'Martin Davidson', 'role': 'Executive Officer', 'cik': '0002069844'}, {'name': 'Joann Harris', 'role': 'Executive Officer', 'cik': '0002069844'}, {'name': 'Steven Willmann', 'role': 'Executive Officer', 'cik': '0002069844'}, {'name': 'Jordan Kolar', 'role': 'Executive Officer', 'cik': '0002069844'}]",Executive Officer,0
Claude Preval LLC,0002070389,347-596-8602,"[{'name': 'Claude Preval', 'role': 'Executive Officer', 'cik': '0002070389'}]",Executive Officer,600000
1st American Nuclear Co.,0002074867,8337368841,"[{'name': 'Nicholas Burnett', 'role': 'Executive Officer', 'cik': '0002074867'}]",Executive Officer,1417050
"Humera, Inc.",0002079187,3176757077,"[{'name': 'Evan Hartman', 'role': 'Executive Officer', 'cik': '0002079187'}, {'name': 'Brian Hartman', 'role': 'Director', 'cik': '0002079187'}]",Director,5457
Fuse 18 LLC,0002079877,9549267500,"[{'name': 'Eyal Peretz', 'role': 'Executive Officer', 'cik': '0002079877'}, {'name': 'Shimon Elkabetz', 'role': 'Executive Officer', 'cik': '0002079877'}]",Executive Officer,5025000
"NI-0801 Fund II, a series of MV Funds, LP",0002085258,206.801.6359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002085258'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002085258'}]",Director,621931
EquityZen Growth Technology Fund LLC - Series 2165,0002085505,(877) 490-6121,"[{'name': 'LLC EquityZen Advisors', 'role': 'Executive Officer', 'cik': '0002085505'}, {'name': 'Philip Haslett', 'role': 'Executive Officer', 'cik': '0002085505'}]",Executive Officer,196972
Quinbrook III (A) LP,0002086657,(346) 998-5830,"[{'name': 'N/A QUINBROOK (GP3) LIMITED', 'role': 'Promoter', 'cik': '0002086657'}, {'name': 'N/A QUINBROOK INFRASTRUCTURE PARTNERS (JERSEY) LIMITED', 'role': 'Promoter', 'cik': '0002086657'}, {'name': 'MATTHEW SATCHELL', 'role': 'Executive Officer', 'cik': '0002086657'}]",Executive Officer,0
"Frontlands, Inc.",0002086799,888-789-6562,"[{'name': 'Robert Cotter', 'role': 'Executive Officer', 'cik': '0002086799'}, {'name': 'Brian Hamilton', 'role': 'Executive Officer', 'cik': '0002086799'}, {'name': 'Nick Reiland', 'role': 'Director', 'cik': '0002086799'}]",Director,5925000
"UN-0819 Fund I, a series of Roll Up Vehicles, LP",0002087216,2068016359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002087216'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002087216'}]",Director,310000
"EE-0910 Fund I, a series of MV Funds, LP",0002088990,206.801.6359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002088990'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002088990'}]",Director,155200
Axcelus Financial Life Insurance Co Separate Account VA 426,0002088992,4845304800,"[{'name': 'Axcelus Financial Axcelus Financial Life Insurance Company', 'role': 'Promoter', 'cik': '0002088992'}]",Promoter,9000000
EquityZen Growth Technology Fund LLC - Series 2197,0002090489,(877) 490-6121,"[{'name': 'LLC EquityZen Advisors', 'role': 'Executive Officer', 'cik': '0002090489'}, {'name': 'Philip Haslett', 'role': 'Executive Officer', 'cik': '0002090489'}]",Executive Officer,797424
Axcelus Financial Life Insurance Co Separate Account VL 489,0002090600,4845304800,"[{'name': 'Axcelus Financial Axcelus Financial Life Insurance Company', 'role': 'Promoter', 'cik': '0002090600'}]",Promoter,5000000
Vicinity Ventures Inc.,0002094069,8643201690,"[{'name': 'Raymond Dunbar', 'role': 'Executive Officer', 'cik': '0002094069'}, {'name': 'Paul Clark', 'role': 'Executive Officer', 'cik': '0002094069'}, {'name': 'Leon Banks', 'role': 'Executive Officer', 'cik': '0002094069'}, {'name': 'John Crawford', 'role': 'Director', 'cik': '0002094069'}, {'name': 'Wilson Hunter', 'role': 'Executive Officer', 'cik': '0002094069'}, {'name': 'Joshua Rollins', 'role': 'Executive Officer', 'cik': '0002094069'}]",Executive Officer,1215000
"Jesse-PI-1024 Fund I, a series of AngelList Funds 2025, LP",0002095007,2068016359,"[{'name': 'N/A Fund GP, LLC', 'role': 'Director', 'cik': '0002095007'}, {'name': 'N/A Belltower Fund Group, Ltd.', 'role': 'Director', 'cik': '0002095007'}]",Director,120000
"Carlyle Europe Realty Fund III - EU, S.C.Sp.",0002096462,(202) 729-5626,"[{'name': 'N/A CERF III Managing GP, L.P.', 'role': 'Promoter', 'cik': '0002096462'}, {'name': 'N/A CERF III Lux GP, S.a.r.l.', 'role': 'Promoter', 'cik': '0002096462'}, {'name': 'Jeremy Anderson', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Nicholas Duvall', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Estelle Vodouhe', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Pierre Picard', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Daniel Fischbach', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Sabine Belair', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Gabriel Gultekin', 'role': 'Executive Officer', 'cik': '0002096462'}, {'name': 'Sanket Patel', 'role': 'Executive Officer', 'cik': '0002096462'}]",Executive Officer,0
"Baynes Louisiana Partners, LP",0002096762,(214) 471-0376,"[{'name': 'Samuel Baynes', 'role': 'Director', 'cik': '0002096762'}]",Director,20000000
Myrtle Estates II LLC,0002097622,718-782-1018,"[{'name': 'Yitzchok Schwartz', 'role': 'Executive Officer', 'cik': '0002097622'}]",Executive Officer,0
LASTpatient Inc.,0002097935,(913) 961-7756,"[{'name': 'Austin Smith', 'role': 'Executive Officer', 'cik': '0002097935'}, {'name': 'Kayla Smith', 'role': 'Executive Officer', 'cik': '0002097935'}, {'name': 'Alexandre Ladermann', 'role': 'Executive Officer', 'cik': '0002097935'}]",Executive Officer,150000
"Arctos AFF Offshore (M), L.P.",0002097973,(972) 918-3800,"[{'name': 'IAN CHARLES', 'role': 'Executive Officer', 'cik': '0002097973'}, {'name': ""DAVID O'CONNOR"", 'role': 'Executive Officer', 'cik': '0002097973'}]",Executive Officer,0
"Arctos AFF Onshore (M), L.P.",0002097975,(972) 918-3800,"[{'name': 'IAN CHARLES', 'role': 'Executive Officer', 'cik': '0002097975'}, {'name': ""DAVID O'CONNOR"", 'role': 'Executive Officer', 'cik': '0002097975'}]",Executive Officer,0
Xlue Inc.,0002098137,412-230-7393,"[{'name': 'Chenyan Xiong', 'role': 'Executive Officer', 'cik': '0002098137'}, {'name': 'Hao-Ren Yao', 'role': 'Executive Officer', 'cik': '0002098137'}]",Executive Officer,1325000
"ESC3, LLC",0002098176,(646) 360-3803,"[{'name': 'Elyssa Heller', 'role': 'Executive Officer', 'cik': '0002098176'}, {'name': 'Joshua Luger', 'role': 'Director', 'cik': '0002098176'}]",Director,558493
"Neo SPV 4.4, LP",0002098659,650-687-5004,"[{'name': 'N/A Neo GP SPV 4.4, LLC', 'role': 'Director', 'cik': '0002098659'}, {'name': 'Ali Partovi', 'role': 'Director', 'cik': '0002098659'}]",Director,26900000
Blue Co Warehousing Inc,0001978744,919-200-0788,"[{'name': 'Jason Widen', 'role': 'Executive Officer', 'cik': '0001978744'}]",Executive Officer,575000
"Canyon Lending Fund II Onshore Rated Feeder Fund (U), L.P.",0002098733,214-253-6000,"[{'name': 'n/a Canyon Lending Fund II GP Co, LLC', 'role': 'Promoter', 'cik': '0002098733'}, {'name': 'n/a Canyon Capital Advisors LLC', 'role': 'Executive Officer', 'cik': '0002098733'}, {'name': 'Joshua Friedman', 'role': 'Executive Officer', 'cik': '0002098733'}, {'name': 'Mitchell Julis', 'role': 'Executive Officer', 'cik': '0002098733'}, {'name': 'Jonathan Kaplan', 'role': 'Executive Officer', 'cik': '0002098733'}]",Executive Officer,250000000
"MIMG CCLVIII Abilene 3 Master, LLC",0002098975,303-660-6400,"[{'name': 'N/A Monarch Investment & Management Group, LLC', 'role': 'Promoter', 'cik': '0002098975'}, {'name': 'C. Nicolls, II', 'role': 'Executive Officer', 'cik': '0002098975'}]",Executive Officer,9485980
MGECO Sophisticated Staff Investors Feeder SCSp,0002099349,352 2461 9343,"[{'name': 'N/A MGECO LUXEMBOURG GP S.A.R.L.', 'role': 'Executive Officer', 'cik': '0002099349'}]",Executive Officer,0
"MIMG CCLVI Harmony Lake, LLC",0002099516,303-660-6400,"[{'name': 'N/A Monarch Investment & Management Group, LLC', 'role': 'Promoter', 'cik': '0002099516'}, {'name': 'C. Nicolls, II', 'role': 'Executive Officer', 'cik': '0002099516'}]",Executive Officer,6643800
